Date,AveragePrice,Total.Volume,X4046,X4225,X4770,Total.Bags,Small.Bags,Large.Bags,XLarge.Bags,type,year,region
21/01/18,1.27,2135242.76,46444.43,1642533.16,1165.1,445100.07,423570.05,21523.99,6.03,conventional,2018,NewYork
03/09/17,1.58,75840.73,20808.02,22824.26,102.75,32105.7,24386.21,7714.95,4.54,conventional,2017,Spokane
24/01/16,1.79,7830.1,100.32,193.57,13.56,7522.65,1930.55,5592.1,0,organic,2016,HarrisburgScranton
01/01/17,0.93,578061.29,202816.81,150261.06,71.05,224912.37,87852.78,137059.59,0,conventional,2017,Tampa
10/09/17,1.76,66479.27,36441.41,2816.58,6160.18,21061.1,13679.37,7241.83,139.9,conventional,2017,Boise
13/11/16,1.33,177641.28,81429.32,47266.81,4975.01,43970.14,43970.14,0,0,conventional,2016,RichmondNorfolk
29/03/15,1.53,8962.77,3207.2,5150.91,0,604.66,604.66,0,0,organic,2015,SanDiego
26/07/15,0.77,903242.22,579515.76,204147.69,8805.55,110773.22,77011.19,33762.03,0,conventional,2015,PhoenixTucson
24/04/16,1.77,2328.82,19.94,430.39,0,1878.49,1878.49,0,0,organic,2016,Albany
09/07/17,1.58,3526.39,60.34,767.31,0,2698.74,504.14,2194.6,0,organic,2017,Boise
04/02/18,1.7,4561.62,277.76,1722.99,0,2560.87,593.4,1948.18,19.29,organic,2018,Spokane
04/09/16,1.01,79683.06,37233.67,2055.59,7067.38,33326.42,31599.81,1718.65,7.96,conventional,2016,Boise
25/01/15,1.21,713523.24,127276.45,481792.41,21293.67,83160.71,82293.47,796.67,70.57,conventional,2015,SanFrancisco
02/07/17,1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains
01/02/15,1.83,1228.51,33.12,99.36,0,1096.03,1096.03,0,0,organic,2015,Albany
12/02/17,1.28,100215.44,31075.53,28242.44,1114.29,39783.18,34235.6,5547.58,0,conventional,2017,Pittsburgh
29/11/15,1.05,1845443.13,417849.42,939038.5,101739.67,386815.54,344830.99,40738.63,1245.92,conventional,2015,Midsouth
23/04/17,1.23,3316.33,11.93,570.15,0,2734.25,340.94,2393.31,0,organic,2017,Boise
22/03/15,1.33,1192732.41,22713.33,884992.9,1650.73,283375.45,223369.68,60005.77,0,conventional,2015,NewYork
21/08/16,1.1,33592097.72,12725249.3,9906498.51,609720.87,10350629.04,8749239.27,1446381.11,155008.66,conventional,2016,TotalUS
06/08/17,1.34,2907563.95,601191.03,1272881.65,26753.29,1006737.98,856452.33,122563.55,27722.1,conventional,2017,Midsouth
25/12/16,1.34,33412.35,52.77,30236.66,0,3122.92,3122.92,0,0,organic,2016,Chicago
31/01/16,0.95,55371,6587.57,6336.15,40.64,42406.64,14951.47,27455.17,0,organic,2016,Denver
20/09/15,1.98,774.2,42.63,228.13,0,503.44,503.44,0,0,organic,2015,Albany
12/02/17,1.19,5367769.78,736158.49,3387834.41,45051.71,1198725.17,1079129.7,111229.11,8366.36,conventional,2017,Northeast
19/11/17,1.02,188444,104128,6946,262,77107,65958,10329,820,conventional,2017,Nashville
01/01/17,2.44,11977.13,152.32,7697.1,12.35,4115.36,3947.64,167.72,0,organic,2017,HartfordSpringfield
19/06/16,2.31,7083.46,53.14,3159.79,0,3870.53,3870.53,0,0,organic,2016,HartfordSpringfield
21/02/16,0.82,5108381.41,2872173.1,1020821.92,423920.15,791466.24,658990.14,124051.73,8424.37,conventional,2016,SouthCentral
15/02/15,1.24,105176.25,70695.14,9457.72,595.88,24427.51,15354.4,9073.11,0,conventional,2015,Jacksonville
13/12/15,1.35,2068.47,275.19,926.78,0,866.5,184.16,682.34,0,organic,2015,Indianapolis
28/01/18,1.18,96546.56,9754.12,34513.14,262.76,52016.54,31382,20628.88,5.66,conventional,2018,Louisville
13/08/17,1.39,275406.02,63759.04,102293.95,5709.16,103643.87,95749.54,5384.33,2510,conventional,2017,RaleighGreensboro
12/02/17,1.14,395980.22,85641.41,249990.68,2290.06,58058.07,54676.58,2761.55,619.94,conventional,2017,HartfordSpringfield
14/05/17,1.75,387975.97,38509.67,194669.62,536.53,154260.15,142282,11346.21,631.94,conventional,2017,Philadelphia
29/11/15,2.58,13218.02,953.12,12235.08,0,29.82,3.15,26.67,0,organic,2015,SanFrancisco
20/11/16,1.46,113766.24,2098.8,35783.89,2138.95,73744.6,37946.97,35797.63,0,organic,2016,Midsouth
15/11/15,1.22,236178.67,138482.7,32425.9,51.52,65218.55,43524.24,21691.49,2.82,conventional,2015,Tampa
12/03/17,0.9,18563.32,2140.74,4782.95,0,11639.63,189.89,11449.74,0,organic,2017,Atlanta
08/11/15,1.6,1552.91,3,138.07,0,1411.84,1408.51,3.33,0,organic,2015,Syracuse
07/06/15,1.85,9557.56,4934.71,4500.75,0,122.1,122.1,0,0,organic,2015,Sacramento
06/03/16,0.76,1201768.74,705096.06,198717.99,67156.78,230797.91,213428.11,17359.08,10.72,conventional,2016,DallasFtWorth
24/07/16,2.17,4109.11,2932.78,193.15,33.18,950,940,10,0,organic,2016,Jacksonville
07/05/17,1.33,375498.03,103481.72,124384.84,9620.92,138010.55,134892.78,3117.77,0,conventional,2017,RaleighGreensboro
03/07/16,1.39,4245.31,432.92,1678.17,0,2134.22,1171.51,962.71,0,organic,2016,Indianapolis
03/05/15,1.51,12166.64,4523.43,4781.85,0,2861.36,1523.33,1338.03,0,organic,2015,WestTexNewMexico
14/06/15,1.22,431791.38,149611.03,209926.36,13867.94,58386.05,58386.05,0,0,conventional,2015,Sacramento
13/12/15,1.62,8029.92,9.61,134.51,0,7885.8,7885.8,0,0,organic,2015,NorthernNewEngland
29/11/15,1.63,24450.39,7633.55,5929.83,556.13,10330.88,7563.48,2767.4,0,organic,2015,Southeast
27/11/16,0.82,854629.64,525324.65,173401.51,3567.44,152336.04,81852.59,70483.45,0,conventional,2016,Houston
18/09/16,1.39,407813.86,124962.88,234689.88,3771.58,44389.52,40849.27,1176.91,2363.34,conventional,2016,Sacramento
06/12/15,1.04,649141.25,51129.29,453586.5,25760.49,118664.97,117112.77,1552.2,0,conventional,2015,BaltimoreWashington
05/06/16,1.19,3028.17,0,1339.64,0,1688.53,111.23,1577.3,0,organic,2016,Louisville
03/12/17,1.58,38753.69,1415.83,7869.09,76.35,29392.42,29382.7,9.72,0,organic,2017,BaltimoreWashington
21/01/18,1.77,6887.8,1559.68,823.81,0,4504.31,2868.51,1635.8,0,organic,2018,StLouis
20/09/15,2.13,1534.35,370.04,1127.78,0,36.53,0,36.53,0,organic,2015,Spokane
23/04/17,1.83,613563.9,178827.43,347730.09,4219.92,82786.46,79196.1,550.08,3040.28,conventional,2017,SanFrancisco
17/04/16,1.59,12779.06,0,634.43,0,12144.63,10973.33,1171.3,0,organic,2016,Boston
07/06/15,1.51,10372.71,2793.72,6690.16,0,888.83,888.83,0,0,organic,2015,SanDiego
24/07/16,2.3,10298.23,3346,3970.45,0,2981.78,591.78,2390,0,organic,2016,LasVegas
22/01/17,1.36,58686.47,4163.56,12655.77,353.2,41513.94,21717.79,19796.15,0,organic,2017,Southeast
15/10/17,2.09,19027.31,10237.78,8211.76,0,577.77,577.77,0,0,organic,2017,SanFrancisco
11/02/18,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento
30/08/15,1.58,40655.43,15094.25,16296.72,0,9264.46,9264.46,0,0,organic,2015,LosAngeles
10/09/17,1.56,585138.06,114529.62,167203.28,12806.42,290598.74,130758.05,159840.69,0,conventional,2017,Denver
18/01/15,1.65,52559.1,11415.28,25306.56,3345.08,12492.18,10971.43,1520.75,0,organic,2015,Midsouth
25/01/15,1.8,30207.8,3732.84,14987.92,20.69,11466.35,10403.58,1062.77,0,organic,2015,Plains
11/01/15,1.28,30682.77,8855.89,15070.85,24.8,6731.23,1699.95,5031.28,0,organic,2015,Denver
20/12/15,1.15,637091.48,173521.67,364622.31,33083.99,65863.51,65038.1,766.09,59.32,conventional,2015,SanFrancisco
12/02/17,1.42,97215.94,3808.43,81070.44,175.6,12161.47,11650.91,510.56,0,conventional,2017,Albany
13/12/15,1.01,99886.07,38378.38,34347.46,127.18,27033.05,27030.08,2.97,0,conventional,2015,Roanoke
15/01/17,1.4,68598.22,1109.08,37401.39,21,30066.75,29465.36,601.39,0,conventional,2017,Syracuse
07/05/17,0.91,933826.15,229401.85,253020.4,22084.03,429319.87,370157.41,58789,373.46,conventional,2017,Portland
22/10/17,1.56,152418.64,89649.03,11079.1,260.69,51429.82,21040.91,30388.91,0,conventional,2017,Jacksonville
01/11/15,1.47,647789.17,113380.29,262559.59,6583.03,265266.26,139244.36,126021.9,0,organic,2015,TotalUS
05/02/17,1.49,183549.08,5666.6,165530.03,2119.02,10233.43,10047.32,186.11,0,conventional,2017,Albany
07/08/16,2.03,1794.39,1069.54,187.76,0,537.09,500,37.09,0,organic,2016,GrandRapids
06/03/16,1.49,2403.4,980.58,7.75,0,1415.07,1401.74,13.33,0,organic,2016,MiamiFtLauderdale
15/11/15,0.76,4943687.09,2762021.24,1375460.43,39019.73,767185.69,600933.14,166200.1,52.45,conventional,2015,SouthCentral
21/06/15,1.37,9936.12,7968.59,486.7,0,1480.83,1480.83,0,0,organic,2015,DallasFtWorth
21/01/18,1.41,22121.43,826.25,3379.62,0,17890.6,11215.49,6675.11,0,organic,2018,Detroit
13/03/16,1.05,236131.07,39325.69,111943.87,22961.75,61899.76,50889.7,11010.06,0,conventional,2016,Charlotte
16/08/15,1.05,514202.63,281209.49,176899.01,16942.25,39151.88,38649.39,502.49,0,conventional,2015,SanDiego
12/03/17,1.45,3130784.67,1661752.06,452054.37,4318.46,1012659.78,629441.9,373081.49,10136.39,conventional,2017,Southeast
01/10/17,1.31,666472.86,289195.06,153391.94,2561.47,221324.39,184421.19,36823.2,80,conventional,2017,PhoenixTucson
08/03/15,1.3,356311.66,253963.7,32888.65,62.9,69396.41,47346.87,22049.54,0,conventional,2015,MiamiFtLauderdale
22/05/16,1.87,22054.1,623.71,9582.05,278.07,11570.27,11243.91,326.36,0,organic,2016,BaltimoreWashington
10/04/16,0.77,3288356.88,1130642.44,715739.8,95958.07,1346016.57,1196713.63,132341.6,16961.34,conventional,2016,LosAngeles
07/05/17,1.19,442825.93,85438.01,70952.57,396.53,286038.82,84763.47,201275.35,0,organic,2017,West
26/07/15,1.49,697.76,5.67,0,0,692.09,692.09,0,0,organic,2015,Tampa
11/06/17,1.17,183857.14,38447.04,9085.51,0,136324.59,122121.81,14202.78,0,organic,2017,SouthCentral
28/02/16,1.89,12313.5,1352.06,10793.68,1.65,166.11,25.62,140.49,0,organic,2016,Portland
10/01/16,0.86,831911.78,177583.68,272041.11,7552.84,374734.15,374204.91,173.51,355.73,conventional,2016,Seattle
28/02/16,1.8,109507.5,6651.21,28375.04,1434.03,73047.22,45277.19,27770.03,0,organic,2016,Northeast
03/04/16,0.95,165587.67,94345.14,19391.21,6467.38,45383.94,26413.15,18970.79,0,conventional,2016,Nashville
12/07/15,2.05,419.98,0,63.42,0,356.56,356.56,0,0,organic,2015,Syracuse
10/09/17,1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes
15/05/16,1.6,1891.39,42.3,1296.57,0,552.52,537.94,14.58,0,organic,2016,GrandRapids
01/03/15,1.18,176146.34,45465.24,40006.65,34948.86,55725.59,52873.84,2851.75,0,conventional,2015,Charlotte
28/05/17,1.91,17421.67,843.78,9946.37,1.66,6629.86,6629.86,0,0,organic,2017,SanDiego
31/07/16,1.49,6155.8,844.08,245.9,3.35,5062.47,5062.47,0,0,organic,2016,Pittsburgh
16/10/16,1.23,311363.97,104391.1,87927.74,151.73,118893.4,24825.29,94068.11,0,conventional,2016,Orlando
18/02/18,1.23,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11,conventional,2018,SanDiego
08/03/15,1.53,4954.18,498.38,2462.31,536.83,1456.66,1109.39,347.27,0,organic,2015,SouthCarolina
18/10/15,0.89,5413532.64,2012887.19,2170792.82,110348.57,1119504.06,689893.69,429405.37,205,conventional,2015,West
12/11/17,2.13,11498.28,770.92,6108.74,0,4618.62,4618.62,0,0,organic,2017,SanDiego
26/04/15,2.18,3471.08,295.75,1054.18,1150.52,970.63,970.63,0,0,organic,2015,Charlotte
08/03/15,1.01,291046.81,114868.1,132275.9,5339.34,38563.47,38263.99,299.48,0,conventional,2015,LasVegas
22/10/17,2.02,2596.43,67.32,531.36,7.21,1990.54,1812.23,178.31,0,organic,2017,Jacksonville
10/05/15,2.02,3428.91,76.25,1275.48,0,2077.18,2077.18,0,0,organic,2015,Boston
31/05/15,1.24,128105.43,86553.01,7980.5,615.86,32956.06,22617.48,10338.58,0,conventional,2015,Jacksonville
16/08/15,1.69,2649.76,5.12,1894.81,0,749.83,86.67,663.16,0,organic,2015,Boise
24/04/16,0.88,752138.28,86998.66,222808.84,12051.07,430279.71,429116.57,197.83,965.31,conventional,2016,Seattle
17/12/17,1.28,516770.62,10139.25,413484.37,3836.18,89310.82,74552.8,14758.02,0,conventional,2017,Boston
31/05/15,1.9,1752.14,82.3,105.49,0,1564.35,1564.35,0,0,organic,2015,Albany
07/06/15,1.14,2918298.91,724315.73,1217522.42,200001.49,776459.27,717859.42,56141.4,2458.45,conventional,2015,Midsouth
09/07/17,2.55,5369.52,5.98,393.2,0,4970.34,731.11,4239.23,0,organic,2017,BuffaloRochester
18/01/15,1.48,5621.32,109.68,4464.75,0,1046.89,626.3,420.59,0,organic,2015,Roanoke
26/04/15,1.65,17775.41,11276.67,4970.49,0,1528.25,726.67,801.58,0,organic,2015,PhoenixTucson
07/01/18,2.3,20151.24,10165.34,8042.56,0,1943.34,1943.34,0,0,organic,2018,SanFrancisco
03/09/17,1.88,147242.45,82573.64,14144.89,99.08,50424.84,20452.27,28919.24,1053.33,conventional,2017,Jacksonville
20/12/15,1.2,3190120.04,72576.52,2330694.41,14909.65,771939.46,709816.2,60823.26,1300,conventional,2015,Northeast
11/02/18,1.3,834304.52,23220.89,703749.06,6620.69,100713.88,86124.35,13366.2,1223.33,conventional,2018,Boston
20/12/15,0.83,649885.76,389110.55,108176.29,12953.59,139645.33,90392.86,23535.8,25716.67,conventional,2015,WestTexNewMexico
17/09/17,1.66,2816590.79,1623450.57,438322.06,2874.78,751943.38,367156.52,382447.49,2339.37,conventional,2017,Southeast
04/10/15,2.3,2855.32,64.28,2269.13,5.54,516.37,396.42,119.95,0,organic,2015,HartfordSpringfield
19/03/17,2.88,18687.22,6332.48,9140.83,11.7,3202.21,3202.21,0,0,organic,2017,SanFrancisco
22/05/16,1.36,1165715.01,166883.21,455336.56,15807.85,527687.39,370815.25,156872.14,0,organic,2016,TotalUS
05/04/15,1.81,36535.72,3534.09,18648.77,48.2,14304.66,12419.92,1884.74,0,organic,2015,Plains
24/07/16,1.22,353863.19,143082.31,97554.75,24.75,113201.38,71808.87,29197.51,12195,conventional,2016,Tampa
25/06/17,1.36,180199.86,99600.41,16687.42,75.35,63836.68,33088.12,28278.56,2470,conventional,2017,Jacksonville
05/07/15,1.71,195265.06,77241.35,71889.5,310.31,45823.9,8289.44,37534.46,0,organic,2015,West
17/09/17,1.38,62352.95,3606.84,36375.29,17.24,22353.58,17869.41,4337.5,146.67,conventional,2017,Syracuse
05/07/15,1.35,582037.07,201350.06,263046.88,16266.67,101373.46,95899.37,5462.4,11.69,conventional,2015,Seattle
22/05/16,1.36,3722.4,106.92,1841.73,0,1773.75,864.81,908.94,0,organic,2016,Indianapolis
26/02/17,1.15,782244.57,139037.76,237453.81,15021.65,390731.35,214059.39,176671.96,0,conventional,2017,Denver
04/03/18,1.41,144664.26,25407.12,5094.72,0,114162.42,96833.15,17329.27,0,organic,2018,SouthCentral
18/02/18,1.36,25380.68,4546.52,787.2,0,20046.96,19653.07,393.89,0,organic,2018,DallasFtWorth
25/02/18,1.3,4162.96,154.36,133.07,0,3875.53,1645.95,2229.58,0,organic,2018,Syracuse
06/09/15,1.62,15010.83,517.66,13286.9,0,1206.27,550,656.27,0,organic,2015,CincinnatiDayton
06/12/15,0.99,156114.08,34117.36,63074.74,28482.72,30439.26,28181.92,2257.34,0,conventional,2015,Charlotte
06/12/15,1,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850,124306.44,50602.55,conventional,2015,GreatLakes
26/07/15,2.12,8182.86,2850.16,5160.65,0,172.05,172.05,0,0,organic,2015,Sacramento
27/09/15,1.85,80734.58,20639.23,50992.3,0,9103.05,9093.05,10,0,organic,2015,California
03/04/16,1.33,4149.98,100.29,2792.8,0,1256.89,19.29,1237.6,0,organic,2016,Spokane
01/01/17,1.45,15752.25,1385.18,8618.28,0,5748.79,957.31,4791.48,0,organic,2017,SanDiego
03/09/17,1.78,109958.23,30727.41,4626.58,0,74604.24,71340.48,3263.76,0,organic,2017,SouthCentral
28/02/16,0.99,188077.25,11031.35,107091.35,16742.17,53212.38,26221.88,23948.23,3042.27,conventional,2016,Indianapolis
05/07/15,1.45,68922.42,797.75,35080.61,3980.63,29063.43,28845.65,217.78,0,conventional,2015,Syracuse
25/06/17,1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0,organic,2017,Plains
18/06/17,1.16,696101.26,128838.87,170657.09,521.7,396083.6,395578.69,92.84,412.07,conventional,2017,Seattle
13/03/16,1.5,29584.31,110.77,28997.72,0,475.82,475.82,0,0,organic,2016,Chicago
22/10/17,1.32,9171.48,15.63,686.14,0,8469.71,8469.71,0,0,organic,2017,GrandRapids
15/01/17,1.25,48313.72,447.27,11513.38,1.32,36351.75,690.75,35661,0,organic,2017,Seattle
08/01/17,1.41,61788.03,5147.21,14914.5,341.38,41384.94,20688.4,20696.54,0,organic,2017,Southeast
25/03/18,1.01,382746.42,76054.73,122475.03,6496.13,177720.53,75499.86,101806.23,414.44,conventional,2018,LasVegas
28/06/15,1.61,4088.37,537.84,3550.53,0,0,0,0,0,organic,2015,Spokane
24/12/17,1.55,26781.7,6743.83,136.22,0,19901.65,19811.65,90,0,organic,2017,Houston
02/08/15,1.16,323449.77,4543.97,268797.64,1283.94,48824.22,47631.34,1192.88,0,conventional,2015,HartfordSpringfield
15/01/17,1.25,4618.57,338.85,97.16,14.57,4167.99,1172.22,2995.77,0,organic,2017,Jacksonville
31/01/16,1.38,2450.94,281.67,1119.38,0,1049.89,516.67,533.22,0,organic,2016,Indianapolis
20/09/15,1.7,1959.56,221.53,1243.15,0,494.88,470,24.88,0,organic,2015,Indianapolis
23/10/16,1.03,3422.91,5.11,1408.29,0,2009.51,126.67,1882.84,0,organic,2016,Louisville
24/09/17,1.76,14075.51,257.62,2561.93,53.35,11202.61,9417.16,1785.45,0,organic,2017,RichmondNorfolk
07/06/15,1,36549995.66,16529797.6,12582265.21,1144715.95,6293216.9,5304562.91,943995.95,44658.04,conventional,2015,TotalUS
09/10/16,1.27,28857581.98,9552502.48,9579338.98,490956.88,9234783.64,6849126.9,2316377.99,69278.75,conventional,2016,TotalUS
18/09/16,1.45,3442454.03,409569.22,1938470.57,17881,1076533.24,1009926.82,66387.53,218.89,conventional,2016,Northeast
15/11/15,1.09,3538946.22,89242.5,2738913.76,3393.33,707396.63,658542.91,48853.72,0,conventional,2015,Northeast
26/11/17,0.96,4362824,2377638,713646,14770,1256771,870931,385677,162,conventional,2017,SouthCentral
27/11/16,1.14,9149.56,1662.91,372.34,0,7114.31,1130,5984.31,0,organic,2016,StLouis
21/05/17,2.48,7285.09,256.65,4833.23,438.64,1756.57,1582.88,173.69,0,organic,2017,Charlotte
02/04/17,2.21,11544.33,231.24,6808.06,416.45,4088.58,3442.51,646.07,0,organic,2017,RaleighGreensboro
31/01/16,1.54,5545.65,786.83,1594.15,249.42,2915.25,2786.72,128.53,0,organic,2016,SouthCarolina
12/11/17,1.35,3925104,234190,2638119,13068,1039727,869351,170377,0,conventional,2017,Northeast
14/08/16,1.37,4195423.29,316873.28,2323362.26,40749.92,1514437.83,1435534.01,63918.41,14985.41,conventional,2016,Northeast
01/01/17,1.53,3749.48,210.85,3088.93,0,449.7,62.22,387.48,0,organic,2017,Nashville
22/03/15,0.97,642934.25,480064.45,58232.21,165.2,104472.39,51350.08,53122.31,0,conventional,2015,MiamiFtLauderdale
18/10/15,1.94,5657.95,2169,2870.36,0,618.59,63.33,555.26,0,organic,2015,Atlanta
01/11/15,1.65,1038.67,1.21,76.09,0,961.37,961.37,0,0,organic,2015,Syracuse
18/12/16,1.83,6977.44,1652.6,2712.82,0,2612.02,2609.34,2.68,0,organic,2016,PhoenixTucson
27/11/16,1.16,100424.14,34165.03,6473.64,16.27,59769.2,40665.36,19103.84,0,conventional,2016,StLouis
28/02/16,1.64,11259.09,6,1286.52,0,9966.57,7968.65,1997.92,0,organic,2016,Boston
14/08/16,0.9,1015264.05,590138.4,218435.64,3815.84,202874.17,123193.69,79430.48,250,conventional,2016,Houston
03/01/16,1.54,64689.53,3536.36,30191.49,2855.33,28106.35,12080.23,16026.12,0,organic,2016,Midsouth
01/10/17,1.62,48973.13,2863.92,5844.08,56.27,40208.86,40203.04,5.82,0,organic,2017,BaltimoreWashington
01/11/15,1.62,8260.25,13.04,88.91,0,8158.3,8158.3,0,0,organic,2015,NorthernNewEngland
23/07/17,2.07,70179.47,9095.61,24077.08,0,37006.78,36988.35,18.43,0,organic,2017,LosAngeles
23/07/17,1.36,3580363.85,2109070.98,533696.3,3991.94,933604.63,523093.86,346162.09,64348.68,conventional,2017,Southeast
06/09/15,1.91,30307.58,5214.44,15626.82,23.99,9442.33,7806.44,1635.89,0,organic,2015,Plains
04/09/16,1.03,20778.46,657.1,7977.82,0,12143.54,748.81,11394.73,0,organic,2016,Detroit
20/09/15,0.77,1155212.67,606586.38,425539.41,10973.08,112113.8,99272.95,12833.33,7.52,conventional,2015,DallasFtWorth
08/11/15,0.98,3184946.53,410061,1794703.2,425242.73,554939.6,365002.12,138161.32,51776.16,conventional,2015,GreatLakes
19/02/17,2.26,29024.68,800.29,14582.23,12.06,13630.1,9407.45,4222.65,0,organic,2017,Seattle
12/02/17,1.95,17727.36,13.45,1111.3,13.52,16589.09,15419.88,1169.21,0,organic,2017,Boston
04/12/16,1.28,2391.74,4,997.83,0,1389.91,396.67,993.24,0,organic,2016,Louisville
20/08/17,2.08,8040.25,352.99,1992.25,0,5695.01,4347.39,1347.62,0,organic,2017,Roanoke
11/10/15,0.94,268709.29,62866.32,155590.5,13357.96,36894.51,33903.57,2990.94,0,conventional,2015,LasVegas
17/04/16,1.14,169355.39,1167.23,67584.91,57.68,100545.57,100545.57,0,0,conventional,2016,BuffaloRochester
13/11/16,1.41,2348814.17,378864.27,1003256.02,103230.89,863462.99,598773.66,264201.22,488.11,conventional,2016,GreatLakes
02/08/15,1.86,6466.04,88.22,3021.26,690.11,2666.45,2588.48,77.97,0,organic,2015,RaleighGreensboro
13/08/17,2.08,22375.66,7525.31,864.59,58.85,13926.91,13825.94,100.97,0,organic,2017,Denver
18/03/18,1.54,1675804.22,170801.85,444949.69,1045.38,1058651.5,837351.85,221129.46,170.19,organic,2018,TotalUS
22/11/15,0.92,4481990.34,1549012.12,1588339.47,118170.98,1226467.77,730580.48,494585.14,1302.15,conventional,2015,West
13/12/15,0.96,365643.92,242293.88,40944.16,52.15,82353.73,42015.01,40338.72,0,conventional,2015,Tampa
18/09/16,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,79996.5,conventional,2016,TotalUS
01/05/16,1,890281.5,39249.49,587919.1,155289.67,107823.24,101940.66,4166.66,1715.92,conventional,2016,Chicago
23/10/16,1.32,366026.91,127391.58,119290.35,13215.77,106129.21,91095.15,13109.95,1924.11,conventional,2016,SanDiego
10/01/16,0.9,264477.45,160167.42,24063.03,440.92,79806.08,67742.84,12063.24,0,conventional,2016,NewOrleansMobile
06/09/15,2.35,908.95,9.22,813.54,0,86.19,3.33,82.86,0,organic,2015,Boise
14/01/18,1.15,243366.13,59620.01,30542.73,19975.22,133228.17,123961.02,9260.42,6.73,conventional,2018,CincinnatiDayton
26/03/17,1.02,7706.59,107.76,1489.93,0,6108.9,1398.21,4710.69,0,organic,2017,Indianapolis
13/03/16,1.75,103718.78,10673.61,21146.55,1754.74,70143.88,53467.97,16675.91,0,organic,2016,Northeast
21/02/16,0.82,12382.8,1078.6,801.1,3.49,10499.61,20.55,10479.06,0,organic,2016,StLouis
07/08/16,1.17,362625.87,183405.85,59165.06,12579.44,107475.52,83535.74,23894.78,45,conventional,2016,SouthCarolina
06/12/15,1.09,147544.08,60481.9,25222.92,27.18,61812.08,53742.31,8069.77,0,conventional,2015,StLouis
15/05/16,1.2,28101.68,6186.61,15446.24,0,6468.83,433.09,6035.74,0,organic,2016,LasVegas
27/11/16,1.52,168440.43,28656.52,31983.14,64.8,107735.97,31027.16,76708.81,0,organic,2016,West
26/03/17,1.48,225271.53,48843.91,94477.7,7655.97,74293.95,69700.62,4593.33,0,conventional,2017,Charlotte
11/02/18,1.87,7802.04,2208.31,3192.62,0,2401.11,2401.11,0,0,organic,2018,Sacramento
21/08/16,1.47,1334937.86,15005.3,771413.01,4586.26,543933.29,487247.69,52652.56,4033.04,conventional,2016,NewYork
27/08/17,2.13,73865.51,4774.28,24947.05,93.05,44051.13,44051.13,0,0,organic,2017,NewYork
15/01/17,0.6,1470187.14,689503.99,362435.36,13938.56,404309.23,136614.13,267595.1,100,conventional,2017,PhoenixTucson
23/08/15,1.72,11555.75,4288.75,3541.08,635.31,3090.61,3087.86,2.75,0,organic,2015,BaltimoreWashington
22/05/16,0.89,100552.55,28756.53,23438.52,3206.91,45150.59,36360.99,8782.18,7.42,conventional,2016,Spokane
02/07/17,0.86,1023584.42,541032.2,87497.9,10276.33,384777.99,168553.29,216224.7,0,conventional,2017,WestTexNewMexico
31/07/16,1.22,5947160.29,1922055.35,2069409.78,244730.21,1710964.95,1581210.71,95425.63,34328.61,conventional,2016,California
18/03/18,0.98,365038.23,82914.3,97133,1515.48,183475.45,169506.35,12586.56,1382.54,conventional,2018,RichmondNorfolk
01/05/16,0.87,819111.24,153151.67,261525.49,15299.33,389134.75,155354.69,231175.89,2604.17,conventional,2016,Denver
15/10/17,1.77,10197.11,2370.22,101.99,0,7724.9,7703.01,21.89,0,organic,2017,PhoenixTucson
24/04/16,1.07,626895.08,4157.76,446540.8,51958.73,124237.79,123011.98,152.2,1073.61,conventional,2016,Boston
12/06/16,1.89,2299.99,167.27,1853.94,0,278.78,0,278.78,0,organic,2016,Spokane
19/04/15,1.43,389414.29,16585.73,242740.8,1309.62,128778.14,110321.07,18457.07,0,conventional,2015,Philadelphia
30/08/15,1.2,53699.67,601.15,43932.05,102.42,9064.05,9064.05,0,0,conventional,2015,Syracuse
14/01/18,1.39,66149.27,1264.25,10025.87,105.72,54753.43,54746.77,6.66,0,organic,2018,BaltimoreWashington
29/03/15,1.07,412639.2,2452.76,372165.06,57.27,37964.11,37036.33,927.78,0,conventional,2015,NorthernNewEngland
04/02/18,1.35,8345.08,196.63,121.26,0,8027.19,7856.66,170.53,0,organic,2018,NewOrleansMobile
21/01/18,1.75,215742.94,11683.16,26922.85,162.73,176974.2,167900.81,9073.39,0,organic,2018,Northeast
27/11/16,1.21,4185900.67,1508446.52,1313000.92,81897.44,1282555.79,1202939.23,49696.87,29919.69,conventional,2016,California
20/03/16,1.1,645235.38,5364.32,490720.39,34714.64,114436.03,114286.03,150,0,conventional,2016,Boston
12/03/17,1.42,281539.78,78536.35,110931.62,7528.92,84542.89,83251.21,1291.68,0,conventional,2017,RaleighGreensboro
31/07/16,1.48,187969.31,39819.93,68964.23,24742.11,54443.04,50677.92,3330.12,435,conventional,2016,Charlotte
